PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30051640","Neural activity patterns between different executive tasks are more similar in adulthood than in adolescence","Moisala M, Salmela V, Carlson S, Salmela-Aro K, Lonka K, Hakkarainen K, Alho K.","Brain Behav. 2018 Sep;8(9):e01063. doi: 10.1002/brb3.1063. Epub 2018 Jul 26.","Moisala M","Brain Behav","2018","2018/07/28","PMC6160639","","10.1002/brb3.1063"
"16317574","Relevance of EEG alpha and theta oscillations during task switching","Sauseng P, Klimesch W, Freunberger R, Pecherstorfer T, Hanslmayr S, Doppelmayr M.","Exp Brain Res. 2006 Apr;170(3):295-301. doi: 10.1007/s00221-005-0211-y. Epub 2005 Nov 30.","Sauseng P","Exp Brain Res","2006","2005/12/01","","","10.1007/s00221-005-0211-y"
"27000307","Brain effects of computer-assisted cognitive remediation therapy in anorexia nervosa: A pilot fMRI study","Brockmeyer T, Walther S, Ingenerf K, Wild B, Hartmann M, Weisbrod M, Weber MA, Eckhardt-Henn A, Herzog W, Friederich HC.","Psychiatry Res Neuroimaging. 2016 Mar 30;249:52-6. doi: 10.1016/j.pscychresns.2016.02.007. Epub 2016 Feb 23.","Brockmeyer T","Psychiatry Res Neuroimaging","2016","2016/03/23","","","10.1016/j.pscychresns.2016.02.007"
"16527259","Attention shift in human verbal working memory: priming contribution and dynamic brain activation","Li Z, Bao M, Chen X, Zhang D, Han S, He S, Hu X.","Brain Res. 2006 Mar 17;1078(1):131-42. doi: 10.1016/j.brainres.2006.01.032. Epub 2006 Mar 9.","Li Z","Brain Res","2006","2006/03/11","","","10.1016/j.brainres.2006.01.032"
"12727461","Expansion of the neocerebellum in Hominoidea","MacLeod CE, Zilles K, Schleicher A, Rilling JK, Gibson KR.","J Hum Evol. 2003 Apr;44(4):401-29. doi: 10.1016/s0047-2484(03)00028-9.","MacLeod CE","J Hum Evol","2003","2003/05/03","","","10.1016/s0047-2484(03)00028-9"
"23000257","A fNIRS investigation of switching and inhibition during the modified Stroop task in younger and older adults","Laguë-Beauvais M, Brunet J, Gagnon L, Lesage F, Bherer L.","Neuroimage. 2013 Jan 1;64:485-95. doi: 10.1016/j.neuroimage.2012.09.042. Epub 2012 Sep 20.","Laguë-Beauvais M","Neuroimage","2013","2012/09/25","","","10.1016/j.neuroimage.2012.09.042"
"31055042","Error-preceding brain activity links neural markers of task preparation to cognitive stability and flexibility","Steinhauser R, Steinhauser M.","Neuroimage. 2019 Aug 15;197:344-353. doi: 10.1016/j.neuroimage.2019.04.072. Epub 2019 May 3.","Steinhauser R","Neuroimage","2019","2019/05/06","","","10.1016/j.neuroimage.2019.04.072"
"16632612","Computational and neurobiological mechanisms underlying cognitive flexibility","Badre D, Wagner AD.","Proc Natl Acad Sci U S A. 2006 May 2;103(18):7186-91. doi: 10.1073/pnas.0509550103. Epub 2006 Apr 21.","Badre D","Proc Natl Acad Sci U S A","2006","2006/04/25","PMC1459038","","10.1073/pnas.0509550103"
"26787138","Alterations in neural systems mediating cognitive flexibility and inhibition in mood disorders","Piguet C, Cojan Y, Sterpenich V, Desseilles M, Bertschy G, Vuilleumier P.","Hum Brain Mapp. 2016 Apr;37(4):1335-48. doi: 10.1002/hbm.23104. Epub 2016 Jan 20.","Piguet C","Hum Brain Mapp","2016","2016/01/21","PMC6867498","","10.1002/hbm.23104"
"26573559","Behavioral and neuroimaging evidence for impaired executive function in ""cognitively normal"" older HIV-infected adults","Jiang X, Barasky R, Olsen H, Riesenhuber M, Magnus M.","AIDS Care. 2016;28(4):436-40. doi: 10.1080/09540121.2015.1112347. Epub 2015 Nov 17.","Jiang X","AIDS Care","2016","2015/11/18","PMC5345567","NIHMS852900","10.1080/09540121.2015.1112347"
"39380071","Superior temporal sulcus folding, functional network connectivity, and autistic-like traits in a non-clinical population","Nenadić I, Schröder Y, Hoffmann J, Evermann U, Pfarr JK, Bergmann A, Hohmann DM, Keil B, Abu-Akel A, Stroth S, Kamp-Becker I, Jansen A, Grezellschak S, Meller T.","Mol Autism. 2024 Oct 8;15(1):44. doi: 10.1186/s13229-024-00623-3.","Nenadić I","Mol Autism","2024","2024/10/08","PMC11463051","","10.1186/s13229-024-00623-3"
"19100841","ERP indices of persisting and current inhibitory control: a study of saccadic task switching","Mueller SC, Swainson R, Jackson GM.","Neuroimage. 2009 Mar 1;45(1):191-7. doi: 10.1016/j.neuroimage.2008.11.019. Epub 2008 Dec 6.","Mueller SC","Neuroimage","2009","2008/12/23","","","10.1016/j.neuroimage.2008.11.019"
"15707612","Advance preparation and stimulus-induced interference in cued task switching: further insights from BOLD fMRI","Ruge H, Brass M, Koch I, Rubin O, Meiran N, von Cramon DY.","Neuropsychologia. 2005;43(3):340-55. doi: 10.1016/j.neuropsychologia.2004.06.014.","Ruge H","Neuropsychologia","2005","2005/02/15","","","10.1016/j.neuropsychologia.2004.06.014"
"25767443","Brain activations during bimodal dual tasks depend on the nature and combination of component tasks","Salo E, Rinne T, Salonen O, Alho K.","Front Hum Neurosci. 2015 Feb 26;9:102. doi: 10.3389/fnhum.2015.00102. eCollection 2015.","Salo E","Front Hum Neurosci","2015","2015/03/14","PMC4341542","","10.3389/fnhum.2015.00102"
"15910122","Task switching after cerebellar damage","Berger A, Sadeh M, Tzur G, Shuper A, Kornreich L, Inbar D, Cohen IJ, Michowiz S, Yaniv I, Constantini S, Kessler Y, Merian N.","Neuropsychology. 2005 May;19(3):362-370. doi: 10.1037/0894-4105.19.3.362.","Berger A","Neuropsychology","2005","2005/05/25","","","10.1037/0894-4105.19.3.362"
"26193452","Investigation of age-related changes in brain activity during the divalent task-switching paradigm using functional MRI","Kunimi M, Kiyama S, Nakai T.","Neurosci Res. 2016 Feb;103:18-26. doi: 10.1016/j.neures.2015.06.011. Epub 2015 Jul 18.","Kunimi M","Neurosci Res","2016","2015/07/21","","","10.1016/j.neures.2015.06.011"
"23960206","Reduced frontal cortex efficiency is associated with lower white matter integrity in aging","Zhu Z, Johnson NF, Kim C, Gold BT.","Cereb Cortex. 2015 Jan;25(1):138-46. doi: 10.1093/cercor/bht212. Epub 2013 Aug 19.","Zhu Z","Cereb Cortex","2015","2013/08/21","PMC4259278","","10.1093/cercor/bht212"
"16180620","Toward a taxonomy of attention shifting: individual differences in fMRI during multiple shift types","Wager TD, Jonides J, Smith EE, Nichols TE.","Cogn Affect Behav Neurosci. 2005 Jun;5(2):127-43. doi: 10.3758/cabn.5.2.127.","Wager TD","Cogn Affect Behav Neurosci","2005","2005/09/27","","","10.3758/cabn.5.2.127"
"29437930","Bottom-Up and Top-Down Factors Differentially Influence Stimulus Representations Across Large-Scale Attentional Networks","Long NM, Kuhl BA.","J Neurosci. 2018 Mar 7;38(10):2495-2504. doi: 10.1523/JNEUROSCI.2724-17.2018. Epub 2018 Feb 2.","Long NM","J Neurosci","2018","2018/02/14","PMC5858593","","10.1523/JNEUROSCI.2724-17.2018"
"24119547","Executive dysfunction and gray matter atrophy in amnestic mild cognitive impairment","Zheng D, Sun H, Dong X, Liu B, Xu Y, Chen S, Song L, Zhang H, Wang X.","Neurobiol Aging. 2014 Mar;35(3):548-55. doi: 10.1016/j.neurobiolaging.2013.09.007. Epub 2013 Oct 9.","Zheng D","Neurobiol Aging","2014","2013/10/15","","","10.1016/j.neurobiolaging.2013.09.007"
"21248117","Hearing while blinking: multisensory attentional blink revisited","Haroush K, Deouell LY, Hochstein S.","J Neurosci. 2011 Jan 19;31(3):922-7. doi: 10.1523/JNEUROSCI.0420-10.2011.","Haroush K","J Neurosci","2011","2011/01/21","PMC6632914","","10.1523/JNEUROSCI.0420-10.2011"
"23022432","Age differences of multivariate network expressions during task-switching and their associations with behavior","Gazes Y, Rakitin BC, Habeck C, Steffener J, Stern Y.","Neuropsychologia. 2012 Dec;50(14):3509-18. doi: 10.1016/j.neuropsychologia.2012.09.039. Epub 2012 Sep 27.","Gazes Y","Neuropsychologia","2012","2012/10/02","PMC3518579","NIHMS410701","10.1016/j.neuropsychologia.2012.09.039"
"17544384","Behavioural and neurophysiological correlates of bivalent and univalent responses during task switching","Mueller SC, Swainson R, Jackson GM.","Brain Res. 2007 Jul 9;1157:56-65. doi: 10.1016/j.brainres.2007.04.046. Epub 2007 Apr 24.","Mueller SC","Brain Res","2007","2007/06/05","","","10.1016/j.brainres.2007.04.046"
"26865619","β-Amyloid Deposition Is Associated with Decreased Right Prefrontal Activation during Task Switching among Cognitively Normal Elderly","Oh H, Steffener J, Razlighi QR, Habeck C, Stern Y.","J Neurosci. 2016 Feb 10;36(6):1962-70. doi: 10.1523/JNEUROSCI.3266-15.2016.","Oh H","J Neurosci","2016","2016/02/12","PMC4748078","","10.1523/JNEUROSCI.3266-15.2016"
"34375414","Contributions of Brain Function and Structure to Three Different Domains of Cognitive Control in Normal Aging","Rieck JR, Baracchini G, Grady CL.","J Cogn Neurosci. 2021 Aug 1;33(9):1811-1832. doi: 10.1162/jocn_a_01685.","Rieck JR","J Cogn Neurosci","2021","2021/08/10","","","10.1162/jocn_a_01685"
"19320545","Top-down attentional control in Parkinson's disease: salient considerations","Cools R, Rogers R, Barker RA, Robbins TW.","J Cogn Neurosci. 2010 May;22(5):848-59. doi: 10.1162/jocn.2009.21227.","Cools R","J Cogn Neurosci","2010","2009/03/27","","","10.1162/jocn.2009.21227"
"28371646","Contextual effects on cognitive control and BOLD activation in single versus mixed saccade tasks","Pierce JE, McDowell JE.","Brain Cogn. 2017 Jul;115:12-20. doi: 10.1016/j.bandc.2017.03.003. Epub 2017 Mar 31.","Pierce JE","Brain Cogn","2017","2017/04/04","","","10.1016/j.bandc.2017.03.003"
"26456561","Default mode network abnormalities during state switching in attention deficit hyperactivity disorder","Sidlauskaite J, Sonuga-Barke E, Roeyers H, Wiersema JR.","Psychol Med. 2016 Feb;46(3):519-28. doi: 10.1017/S0033291715002019. Epub 2015 Oct 12.","Sidlauskaite J","Psychol Med","2016","2015/10/13","","","10.1017/S0033291715002019"
"18174505","Brain activation in paediatric obsessive compulsive disorder during tasks of inhibitory control","Woolley J, Heyman I, Brammer M, Frampton I, McGuire PK, Rubia K.","Br J Psychiatry. 2008 Jan;192(1):25-31. doi: 10.1192/bjp.bp.107.036558.","Woolley J","Br J Psychiatry","2008","2008/01/05","","","10.1192/bjp.bp.107.036558"
"15502603","Event-related FMRI evidence of frontotemporal involvement in aberrant response inhibition and task switching in attention-deficit/hyperactivity disorder","Tamm L, Menon V, Ringel J, Reiss AL.","J Am Acad Child Adolesc Psychiatry. 2004 Nov;43(11):1430-40. doi: 10.1097/01.chi.0000140452.51205.8d.","Tamm L","J Am Acad Child Adolesc Psychiatry","2004","2004/10/27","","","10.1097/01.chi.0000140452.51205.8d"
"20728547","Functional heterogeneity of conflict, error, task-switching, and unexpectedness effects within medial prefrontal cortex","Nee DE, Kastner S, Brown JW.","Neuroimage. 2011 Jan 1;54(1):528-40. doi: 10.1016/j.neuroimage.2010.08.027. Epub 2010 Aug 20.","Nee DE","Neuroimage","2011","2010/08/24","PMC2962721","NIHMS231804","10.1016/j.neuroimage.2010.08.027"
"11872618","Decision-making processes following damage to the prefrontal cortex","Manes F, Sahakian B, Clark L, Rogers R, Antoun N, Aitken M, Robbins T.","Brain. 2002 Mar;125(Pt 3):624-39. doi: 10.1093/brain/awf049.","Manes F","Brain","2002","2002/03/02","","","10.1093/brain/awf049"
"23281064","Acute tryptophan depletion promotes an anterior-to-posterior fMRI activation shift during task switching in older adults","Lamar M, Craig M, Daly EM, Cutter WJ, Tang C, Brammer M, Rubia K, Murphy DG.","Hum Brain Mapp. 2014 Feb;35(2):712-22. doi: 10.1002/hbm.22187. Epub 2012 Dec 20.","Lamar M","Hum Brain Mapp","2014","2013/01/03","PMC6868962","","10.1002/hbm.22187"
"19111624","Decoding sequential stages of task preparation in the human brain","Bode S, Haynes JD.","Neuroimage. 2009 Apr 1;45(2):606-13. doi: 10.1016/j.neuroimage.2008.11.031. Epub 2008 Dec 9.","Bode S","Neuroimage","2009","2008/12/30","","","10.1016/j.neuroimage.2008.11.031"
"23303919","Lifelong bilingualism maintains neural efficiency for cognitive control in aging","Gold BT, Kim C, Johnson NF, Kryscio RJ, Smith CD.","J Neurosci. 2013 Jan 9;33(2):387-96. doi: 10.1523/JNEUROSCI.3837-12.2013.","Gold BT","J Neurosci","2013","2013/01/11","PMC3710134","NIHMS431503","10.1523/JNEUROSCI.3837-12.2013"
"39509918","A neural implementation of cognitive reserve: Insights from a longitudinal fMRI study of set-switching in aging","Hasanzadeh F, Habeck C, Gazes Y, Stern Y.","Neurobiol Aging. 2025 Jan;145:76-83. doi: 10.1016/j.neurobiolaging.2024.10.008. Epub 2024 Oct 31.","Hasanzadeh F","Neurobiol Aging","2025","2024/11/07","PMC11578778","NIHMS2035237","10.1016/j.neurobiolaging.2024.10.008"
"14511532","Cognitive control mechanisms revealed by ERP and fMRI: evidence from repeated task-switching","Swainson R, Cunnington R, Jackson GM, Rorden C, Peters AM, Morris PG, Jackson SR.","J Cogn Neurosci. 2003 Aug 15;15(6):785-99. doi: 10.1162/089892903322370717.","Swainson R","J Cogn Neurosci","2003","2003/09/27","","","10.1162/089892903322370717"
"16490365","Neural mechanisms of advance preparation in task switching","Gruber O, Karch S, Schlueter EK, Falkai P, Goschke T.","Neuroimage. 2006 Jun;31(2):887-95. doi: 10.1016/j.neuroimage.2005.12.043. Epub 2006 Feb 20.","Gruber O","Neuroimage","2006","2006/02/24","","","10.1016/j.neuroimage.2005.12.043"
"11976394","Role of the human medial frontal cortex in task switching: a combined fMRI and TMS study","Rushworth MF, Hadland KA, Paus T, Sipila PK.","J Neurophysiol. 2002 May;87(5):2577-92. doi: 10.1152/jn.2002.87.5.2577.","Rushworth MF","J Neurophysiol","2002","2002/04/27","","","10.1152/jn.2002.87.5.2577"
"34496401","Probing the Neural Systems Underlying Flexible Dimensional Attention","Buss AT, Magnotta V, Hazeltine E, Kinder K, Spencer JP.","J Cogn Neurosci. 2021 Jun 1;33(7):1365-1380. doi: 10.1162/jocn_a_01720.","Buss AT","J Cogn Neurosci","2021","2021/09/08","","","10.1162/jocn_a_01720"
"17087918","Dissociating neural indices of dynamic cognitive control in advance task-set preparation: an ERP study of task switching","Astle DE, Jackson GM, Swainson R.","Brain Res. 2006 Dec 13;1125(1):94-103. doi: 10.1016/j.brainres.2006.09.092. Epub 2006 Nov 7.","Astle DE","Brain Res","2006","2006/11/08","","","10.1016/j.brainres.2006.09.092"
"25528657","Theta frontoparietal connectivity associated with proactive and reactive cognitive control processes","Cooper PS, Wong AS, Fulham WR, Thienel R, Mansfield E, Michie PT, Karayanidis F.","Neuroimage. 2015 Mar;108:354-63. doi: 10.1016/j.neuroimage.2014.12.028. Epub 2014 Dec 18.","Cooper PS","Neuroimage","2015","2014/12/22","","","10.1016/j.neuroimage.2014.12.028"
"30327590","Prominent Changes in Cerebro-Cerebellar Functional Connectivity During Continuous Cognitive Processing","Castellazzi G, Bruno SD, Toosy AT, Casiraghi L, Palesi F, Savini G, D'Angelo E, Wheeler-Kingshott CAMG.","Front Cell Neurosci. 2018 Oct 1;12:331. doi: 10.3389/fncel.2018.00331. eCollection 2018.","Castellazzi G","Front Cell Neurosci","2018","2018/10/18","PMC6174227","","10.3389/fncel.2018.00331"
"11704305","Brain activity index of distractibility in normal school-age children","Gumenyuk V, Korzyukov O, Alho K, Escera C, Schröger E, Ilmoniemi RJ, Näätänen R.","Neurosci Lett. 2001 Nov 16;314(3):147-50. doi: 10.1016/s0304-3940(01)02308-4.","Gumenyuk V","Neurosci Lett","2001","2001/11/13","","","10.1016/s0304-3940(01)02308-4"
"11435947","General and task-specific frontal lobe recruitment in older adults during executive processes: a fMRI investigation of task-switching","DiGirolamo GJ, Kramer AF, Barad V, Cepeda NJ, Weissman DH, Milham MP, Wszalek TM, Cohen NJ, Banich MT, Webb A, Belopolsky AV, McAuley E.","Neuroreport. 2001 Jul 3;12(9):2065-71. doi: 10.1097/00001756-200107030-00054.","DiGirolamo GJ","Neuroreport","2001","2001/07/04","","","10.1097/00001756-200107030-00054"
"30697672","Striatal-frontal network activation during voluntary task selection under conditions of monetary reward","Orr JM, Imburgio MJ, Bernard JA, Banich MT.","Cogn Affect Behav Neurosci. 2019 Jun;19(3):568-585. doi: 10.3758/s13415-019-00689-0.","Orr JM","Cogn Affect Behav Neurosci","2019","2019/01/31","PMC6599477","NIHMS1519916","10.3758/s13415-019-00689-0"
"28844505","Using resting-state fMRI to assess the effect of aerobic exercise on functional connectivity of the DLPFC in older overweight adults","Prehn K, Lesemann A, Krey G, Witte AV, Köbe T, Grittner U, Flöel A.","Brain Cogn. 2019 Apr;131:34-44. doi: 10.1016/j.bandc.2017.08.006. Epub 2017 Aug 23.","Prehn K","Brain Cogn","2019","2017/08/29","","","10.1016/j.bandc.2017.08.006"
"19384255","Error positivity is related to attentional control of task switching","Tanaka H.","Neuroreport. 2009 May 27;20(8):820-4. doi: 10.1097/WNR.0b013e32832bfc94.","Tanaka H","Neuroreport","2009","2009/04/23","","","10.1097/WNR.0b013e32832bfc94"
"38851314","Native language advantage in electrical brain responses to speech sound changes in passive and active listening condition","Yang T, Kurkela JLO, Chen K, Liu Y, Shu H, Cong F, Hämäläinen JA, Astikainen P.","Neuropsychologia. 2024 Aug 13;201:108936. doi: 10.1016/j.neuropsychologia.2024.108936. Epub 2024 Jun 6.","Yang T","Neuropsychologia","2024","2024/06/08","","","10.1016/j.neuropsychologia.2024.108936"
"24290948","Subcortical volume analysis in traumatic brain injury: the importance of the fronto-striato-thalamic circuit in task switching","Leunissen I, Coxon JP, Caeyenberghs K, Michiels K, Sunaert S, Swinnen SP.","Cortex. 2014 Feb;51:67-81. doi: 10.1016/j.cortex.2013.10.009. Epub 2013 Nov 4.","Leunissen I","Cortex","2014","2013/12/03","","","10.1016/j.cortex.2013.10.009"
"24830839","Anticipatory processes in brain state switching - evidence from a novel cued-switching task implicating default mode and salience networks","Sidlauskaite J, Wiersema JR, Roeyers H, Krebs RM, Vassena E, Fias W, Brass M, Achten E, Sonuga-Barke E.","Neuroimage. 2014 Sep;98:359-65. doi: 10.1016/j.neuroimage.2014.05.010. Epub 2014 May 12.","Sidlauskaite J","Neuroimage","2014","2014/05/17","","","10.1016/j.neuroimage.2014.05.010"
